If she kept her eyes open the car very often failed to start .,1
"The fumes from the coke had the effect of making us dopy , so that it was even more difficult to keep our eyes open .",0
I have kept my eyes open when we 're going through Harford,1
"Assuming the car had gone missing at the same ti me as Angela Morgan , it might have been there for over a week ; it had only been found that evening by a uniformed constable who was keeping his eyes open .",1
"It was cold , so cold in the jeep that it was with difficulty that Alexei kept his eyes open .",0
H. P. You had to go round keeping your eyes open for various things .,1
I 'm still concerned and hope the public will still keep their eyes open,1
"Gareth Holmroyd , Ted Hurwitz , Mike Sparrow , Ralph Absalom — they were all keeping their eyes open for a house for him .",1
"I tell you , Lou , it might be a good idea to get her to go there sometimes , keep her eyes open .",1
"Do not forget that THERE IS NO CUT BACK IN THE NUMBER OF PEOPLE WANTING A CLASS but future methods of provision may be varied and unfamiliar , we need to be adaptable and keep our eyes wide open to take advantage of every opportunity .",1
"And the point is that wherever you go you tend to keep your eye open and not wait for something to crop up ; you do tend to say ‘ 'Ello , ‘ ello , ‘ ello , What 's this ?",1
"They kept their eyes wide open so tears evaporated more easily and dry eyes can be a reason why people using computers complain of eye strain , the researchers said .",0
"You 're a man who keeps his eyes open , a man aware of things .",1
Keeping my eyes open for that sort of thing .,1
"The Little Bee thinks of others , keeps her eyes open , tells the truth and helps cheerfully .",1
Anaesthetic is dropped into her eye and lid guards are used to keep her eyes wide open .,0
"They kept their eyes open , to see into one another 's hearts .",1
"Keep your eyes peeled for bandits , there might be a few up tonight . ’",1
"As well as keeping their eyes peeled for surface coins and jewellery , beachcombers also look for non-metal items on their foreshore hunting grounds .",1
""" My overseers keep their eyes peeled here , I can tell you .",1
He had kept his eyes peeled .,1
So keep your eyes peeled !,1
"The village was in complete wilderness , our toilet a local bush — keeping our eyes peeled for lions !",1
"Given the difficulties of keeping tabs on such faraway players , it comes as no surprise to learn that Bilardo has appealed to one of the key figures of his 1986 World Cup team , the 34-year-old Jorge Valdano , to come out of his two-year retirement .",1
"Paul Allen 's 21st-minute winner was the only entry on my score card , but the chaps from the WBC keeping tabs on Nigel Benn and Nicky Piper down the road at Ally Pally would have had a much busier afternoon .",1
"And do not forget , even though I will be thousands of miles away , I will be keeping tabs on you . ’",1
"For the untrained , keeping tabs on this type of equipment , both technically and administratively , can be difficult , but Powersafe has been set up specifically to manage the inspection and testing of electrical installations and equipment used in industry , commerce and public utilities .",1
He has asked the Association of Chief police Officers to keep tabs on the proliferation of the devices .,1
They track every piece of hardware we got up there … just as we keep tabs on theirs . ’,1
They liked to keep tabs on you even then .,1
"At least , this human being loyally follows me around the place , keeps tabs on me and rings me up the whole time .",1
He was a marked man and US Intelligence kept tabs on his every move determined to avenge Pearl Harbor .,1
Keeping tabs on the motor trade,1
"It keeps the wolf from the door , that 's all . ’",1
"If a member of , say , the Hohenzollerns decided to keep the wolf from the door by taking up this particular trade , then royal here clearly would be true of the hatmaker ; i.e. the property ROYAL would apply to the E present to the mind of the speaker describing such an individual .",1
Just to keep the wolf from the door .,1
It kept the wolves from the door . ’,1
But it was worth it to keep the wolves from the door .,1
"That kept the wolf from the door for a little while , I think .",1
But now the baron — family motto ‘ Man is as a wolf to his fellow man ’ — must concentrate on keeping the wolf from the door .,1
Vivien Duffield keeps the wolves from the door — this year,1
"I 'm in hot water over various things — nothing important enough to bore you with , but I know the director wants shot of me — he 's said as much and I 'm sure my days are numbered ; I feel like I 'm struggling to keep my head above water — Oh , I knew this particular pool was going to be deep , but he 's there waiting just above the surface to shove me under , finding some half-baked reason to be rid of me .",0
But it has made us more productive and more of a team — we all have to co-operate and pull together just to keep our heads above water . ’,1
"It seemed terribly wrong that her family were still struggling even now to keep their heads above water , that many like them were close to starvation , when the clothes she , Alice , was wearing would have kept them in food for at least half a year .",1
"We have been to one town where many have closed down , and others are struggling to keep their heads above water …",1
"We all do , really , and we 're keeping our heads above water most beautifully .",1
Keeping your head above water is half the secret in sport and young Karen Rake seems to be made of the right stuff .,0
"The result is that all Home Secretaries are grossly over-worked , although most will have found their own ways of keeping their heads above water .",1
‘ You just have to try to keep your head above water .,1
"Coun Bergg , we are happy to report , is alive and well and keeping his head above water .",1
"Detroit is shabby , poverty-ridden and struggling to keep its head above water It has a huge crime problem .",1
"She was aware that these could be developed by investigative work , but once she became immersed in the new curriculum , struggling on occasions to keep her head above water , she began to lose sight of these objectives , focusing instead on the more familiar content objectives .",1
It is good to see that the railway is keeping its head above water .,1
‘ They helped him many a time to keep his head above water or else we should have been in a poor way . ’,1
"‘ Did you think I 'd kicked the bucket , Ma ? ’",1
"‘ It 's just that Uncle was a cautious old devil and — ’ he looked away ‘ — he got the impression I was a bit of a spendthrift because — well , because I used to get through my allowance pretty rapidly when I was away at school , and … oh , hell , he wanted to make sure I was going to be dull and sensible about all that money when he finally kicked the bucket .",1
‘ Chatterton and Fagg and a few more like them who have since kicked the bucket .,1
He just kicked the bucket .,1
"‘ He is killing time , ’ Bicker grated , ‘ and I would like to know why . ’",1
"I have done nothing but read thrillers since the exams , apart from watching videos and playing patience to kill time .",1
We killed time by looking at classic cars that had been driven by classic car ‘ lovers ’ as they called themselves all the way from southern Italy .,1
"Killing time before England 's World Cup qualifier match with Norway , English soccer fans ransacked an Oslo pub causing over £100,000 ( $154,000 ) of damage .",1
"Name the day , bride in white , radiant , nuptial Mass .",1
I will swear those squirrels heard me name the day !,1
"Then , in a seance , one cold and perfectly clear starlit night , the gods were asked to name the day to go to Aula .",0
"Earlier yesterday , Inkatha and the Kwazulu black homeland government submitted a memorandum saying that negotiators should debate federalism , violence and other constitutional principles before naming the day for the country 's first all-race election .",0
Opera House names the day,0
Lewis did not bat an eyelid .,1
Lewis did not even bat an eyelid .,1
ASTON VILLA parade £2.25 million striker Dean Saunders against champions Leeds today — and Howard Wilkinson is not batting an eyelid .,1
ASTON VILLA parade £2.25 million striker Dean Saunders against champions Leeds today — and Howard Wilkinson is not even batting an eyelid .,1
We managed to save three with Maureen Edwards 's help and between us we nursed them back to health .,1
Mr Wood has helped to nurse back to health badgers injured on the road or found orphaned but he has never come across one which has been used for baiting .,1
"He falls into a fever , and is nursed back to health by the devoted Joe .",1
"Any wounded or distressed creatures that are handed to us are carefully nursed back to health whilst our breeding programmes produce an ever-increased number of baby marine creatures , many of which are then released into the wild .",1
"Many releasings are really re-releasings , that is owls from broken homes , like the first pair , or injured owls I have nursed back to health and paired up .",1
BABY Bogdan Ursu is out of hospital and living with foster parents who will nurse him back to health .,1
"It was ill , and she brought it in and nursed it back to health .",1
And then you 'd stop on afterwards to er nurse them back to health again .,1
He was rushed to Inverness Infirmary where doctors saved him and dedicated physiotherapists nursed him back to health .,1
And nursed him back to health and whatnot .,1
"Jerry Brown , the Democrats ' dark horse in the presidential primaries , is settled in a worn armchair , cradling a 10-month-old baby called Peter , whose eyes are vacant because he was born with both cocaine and the HIV virus in his veins .",1
"This year the British contingent looks set to retain the title ( won by a Devon man , Will Cox last year ) unless the late Russian entry ( a red hot favourite with some observers ) proves a dark horse with his chestnut .",1
"Instead of facing Ruud Gullit , Jean-Pierre Papin , Marco van Basten and company Rangers were drawn in a slighter weaker group along with French giants Marseilles , Bruges of Belgium and dark horses CSKA Moscow .",1
Dark horse .,0
Aesthetically it 's a dead loss now that they have tried to modernize everything .,1
"It has to tell the world openly that the mid-range machine is its chosen contender as the central repository for the 21st century , and above all make convincing its commitment to the AS/400 by rushing out top end machines that are much bigger than the present top model while instituting a crash programme to slash the costs of manufacture — and then slash them again , work out how to make money out of the machine while charging much less for the software — and making all the remaining System 36 users an offer they can not refuse to convert to the AS/400 , even if every sale to that base is a dead loss to IBM .",1
And they 'd been they 'd been a dead lo they were a dead loss were not they ?,1
"That was what they used to call him , the Dead Loss .",1
"But it had been years , even then , since Elvis was top of the Hit Parade , and if all he had to offer the world was slicked-back hair and a sulky pout , the Dead Loss was set to slip a lot further down the charts , and Mary was not going to be there to see it .",1
In a nutshell : young country bumpkin black cop is drafted in to defuse the tension on a London estate and discovers who 's really doing the dirty work .,1
"‘ On your knees , doing the dirty work , Sally-Anne ? ’",1
BRINGING CUNNING PEOPLE IN TO DO THE DIRTY WORK,1
"The point is , he wrote ( and Goldberg typed ) , that he had spent his life seeking her out , yet left his feet to do the dirty work .",1
Her unnecessary decision to do the dirtiest work in the place struck them as alarming .,1
Gravity did the dirty work .,1
"Before stepping unrepentantly down ( in 1989 ) , he entrenched himself as commander of the army for six further years , intending thus to protect the criminals who had done the dirty work while he was president .",1
"We stopped the boat and drifted for a while , and the birds relaxed and moved back towards Bound Skerry the rock in a long line — which did the trick !",1
"The 13-goal marksman 's chances of being fit have improved since he started the treatment and his manager Ron Atkinson said : ‘ If he does make it and this machine has done the trick I will gladly pay out Pounds 25,000 myself to buy one . ’",1
Football Round-Up : Thomas quick to do the trick,0
"The tools have to be looked after which means , in particular , preventing them from rusting ( a thin smearing of oil does the trick ) ; tools with cutting edges should be kept sharp with their blades protected against damage .",1
Dies are you back on Diesiodinate doing the trick,0
They do the tricks out of pure love and devotion to their owner .,0
Does the trick worth forty wenches .,0
"Stuart , 24 , a student at Newcastle Polytechnic , resigned from Middlesbrough and Cleveland Harriers in November , accusing the club of ‘ dragging its feet ’ in moves towards a possible merger with Mandale AC .",1
"Far from taking municipal institutions as a platform for broader political participation , they dragged their feet even about using these bodies to improve urban facilities .",1
"In extreme cases , unjustified delay can render a dismissal unfair even in a case where a similar penalty would have been legitimate had management not dragged its feet .",1
Even those known to be dragging their feet due to political resistance have admitted that the Support Force was constructive .,1
"The accuser , a certain William Borden , was a dedicated propagandist for strategic air power — that is , the H-bomb , over which Oppenheimer dragged his feet .",1
"Counties such as Lincolnshire , Kent and Buckinghamshire can be expected to drag their feet over comprehensive reforms , as they did 20 years ago .",1
"So it was not after all , the pressure from the farmers , or the cost , or the private discussions with the fertiliser manufacturers which had motivated the UK to drag its feet over nitrates , but a uniquely shrewd insight into the better interests of public health .",1
"The Turkish manoeuvres which culminated in what seemed to be the disaster of Sinope had the object of making Nicholas look aggressive , but if the sultan hoped to increase the determination of Britain and France to put Russia in her place , he found that Britain , at least , dragged her feet .",1
"Partly , I was not doing the work because I thought my tutor had decided I was a poof but , more importantly , I was dragging my feet because I was not keen on the work itself .",1
And do not drag your feet .,1
"It is equally safe to wager that some of her actions will bring her into conflict with the competition directorate in Brussels , while her community policy plans will draw fire from Britain and Germany .",1
One claim guaranteed to draw fire from Kylie is that she missed out on a childhood because of showbiz .,1
"Many are already sceptical of MIPS ' independence , following its proposed acquisition by Silicon Graphics , and now it 's drawing fire from all quarters , not least from shareholder DEC .",1
"It was well received in the horticultural press , but drew fire from the advocates of formal gardening , especially ( Sir ) Reginald Blomfield [ q.v. ] in his The Formal Garden in England ( 1892 ) .",1
"Indeed , Russia seemed to be drawing in her horns on the eastern edge of her dominions .",1
"It was somewhat of a disappointment to her vengeful mind to consider that he might have taken yesterday 's omen to heart , and prudently drawn in his horns , resigning his pretensions on her rather than venture even token opposition to the fiat of the prince and his governor .",1
"Not only in Europe , but also in Afghanistan , Africa and East Asia , the Soviet Empire now drew in its horns .",1
"Far from drawing in his horns and going on the defensive , he continued to seek out and exploit opportunities for further expansion .",1
While the credit- driven Anglo economies draw in their horns the savings and investment driven economies of Japan and West Germany are reaping their rewards .,1
"I 'm here because I drew the short straw when Jan Killeen was dishing out people to chair particular interest groups in preparation for this work , and I drew the job of chairing the group on private care issues .",1
"Nick Simmons , manager of the AA Roadwatch nerve centre at Stanmore , Middlesex , hastily pointed out yesterday that those who drew the short straw for Christmas duty could just as easily have been men .",1
"Now , we have got quite a long list , colleagues , of , er , members of the European Parliament and members of Parliament who will be with us during the course of the week for for short stays er Euro European MPs first , er Linden , Cheshire West secretary of the European P L P Steven , Durham , deputy leader of the European P L P Hugh , Strathclyde West Barry , Yorkshire West and from the G M B parliamentary group , er , these MPs may only be present for short periods Nicholas , Newcastle-upon-Tyne East Doug , Newcastle-upon-Tyne North Gerald , George , Hamilton Clive Hammersmith and Giles who 's drawn the short straw , who 's going to give us an address this morning .",1
"Dick , thank you for those kind words , er , specially about er my book , and I think I am considering appointing you as my agent er , you also said er that I 'd dr drawn the short straw indeed you er whispered to me that I was the sacrificial lamb this morning well we will see about that but I do know that I have the great honour to be invited to speak to congress this morning on behalf of the G M B parliamentary group .",1
"‘ Someone has to draw the short straw , ’ says Big Stan , 60 .",1
I prayed the weather would be on our side ; sometimes you can draw the wrong straw with the weather and you 're finished .,1
TV Choice : Art draws the short straw,1
"As the ‘ lucky ’ person who drew the shortest straw to be editor of the first edition of the revamped CIBLINGS , it comes down to me to think of something to fill the vast amount of space which is the front page .",1
"Simon was drinking like a fish ; he was not getting on with Mary at all ; he was working too much , and they said he was worried as he was about to switch Parties .",1
He drinks like a fish !,1
"Then he started to pull himself together , returned to Hollywood and stayed sober — except for Sundays , when he would lock himself away and drink like a fish .",1
He could drink like a fish and I could not understand his coarse speech . ’,1
"Mrs Wedderburn had been the piano accompanist , a reed of a woman who wore wire-framed spectacles and reputedly drank like a fish .",1
Expect North Korea to drive a hard bargain .,1
"It gave her great satisfaction that after a couple of months she proved as expert as Ferdinando , learning rapidly how to drive a hard bargain .",1
"‘ You drive a hard bargain , but I will go along with that . ’",1
M. Chaillot attempted to drive a hard bargain .,1
"However , magazines will drive a hard bargain arid if you are to enjoy the advantages of full page coverage you will have to offer a very good discount , guarantee stocks and pay a handling fee .",1
"The return of a Tory Government with a workable majority of 21 has denied the Ulster Unionists the balance of power and the chance to drive a hard bargain with a minority administration , and they will now buckle down to what will be tough negotiations over the next few months .",1
Do not become despondent just because it seems that your employer is keen to drive a hard bargain .,1
"‘ Will you take me to see the badger 's sett soon ? ’ said Oliver , driving a hard bargain .",1
Driving a hard bargain,1
‘ We have driven a hard bargain — it 's not a question of charity !,1
"Monsieur Mitterand has already said that he 's going to seek to drive a harder bargain with Britain over fishing limits even than President Giscard was trying to do , and I think our negotiators must expect a rather tough time as far as fisheries are concerned .",1
"He 's worried that if Zekel knows he has a Porsche , the Jew will drive a harder bargain and the haggling between them — which is already prolonged — will become interminable .",1
"Driving the hard bargain : Pay-as-you-drive would solve little and penalise motorists cruelly , Kenneth Faircloth argues",1
"she could not understand how , she said oh she said and , and a couple of channels that used to drive her up the wall .",1
Drives you up the wall If your rent is that high .,1
"If I was her , it would drive me up the wall . ’",1
Driving us to the wall,1
"Oh , Jesus , she 's driving us up the wall .",1
"I hate doing that , drives me up the wall the first bit cos I have got all them houses in the first bit have not I ?",1
Nearly drove me up the wall !,1
DRIVING THEM UP THE WALL,1
Poor Mrs got two lots of children and they were driving her up the wall !,1
Drives me up the wall,1
"Ever since Kirov had dropped his bombshell , Vologsky had reeled from the shock , his brain free-wheeling in a limbo which offered no thread of reality to latch on to .",1
"‘ It must have occurred to you before you dropped your bombshell that it would distract Simon , ’ Vitor said , starting to pace up and down the confined space like an enraged tiger trapped in a too small cage .",1
The silver-tongued fox saunters up to our singer and drops his bombshell .,1
Jake smiled sadistically as he prepared to drop his bombshell .,1
It was then that the Queen dropped her bombshell .,1
"‘ Exactly , ’ he confirmed , so repressively that she was forced to drop the subject .",1
Now can we drop the subject ? ’,1
"I did ask if they 'd had a nice meal , but Lisabeth just ‘ harrumphed ’ so I dropped the subject and told them instead that I was going to meet Duncan and collect Salome 's car .",1
"Alexia held his glance for a few moments , a furrow between her eyebrows , and dropped the subject .",1
"To her relief , Julius dropped the subject .",1
"No doubt other Caldwells , too , inhabited every shade , every trunk , rabbit hole and rut of Sleet .",1
"‘ Do not drop down any more rabbit holes , will you ? ’",1
"Desperately Leith racked her brains , but there was nothing she could tell him , only the truth .",1
"‘ And they thought barnacles turned into geese , ’ I said , racking my brains for ancient nonsense .",1
"She racked her brain , trying to remember once more .",1
"I delayed switching the computer off while I racked my brain trying to think of some way of saving them , but there was none .",1
"He racked his brains till he finished teaching , and he racked them while he tried to sleep , but nothing presented itself .",1
I racked my brains I could not get one yesterday,1
There was a silence in the room as we all simultaneously racked our brains for a missing disease .,1
""" Three men attacked Joe — and we have been racking our brains trying to figure out a motive .",1
"As he racks his brains to discover the purpose of some otherwise unintelligible artefact , the prehistorian turns hopefully to ‘ ethnographic parallels ’ from living cultures .",1
"When you , when you think that they 're racking their brains and it",1
"They had no level of communication at all , and a bus ride with him was an ordeal rather than a pleasure , for she had to rack her brains to reply to his remarks about the weather , the town 's football teams , the cinema , his headmaster , and so forth , but nevertheless when he wrote her a note saying :",1
I had to rack my brains to remember a worse one .,1
She was obviously ( it seemed to Sam ) racking her brains to think of something .,1
I have been racking my brain to remember what Sue Puffett used to be called .,1
"FOR TWO DAYS I WENT ABOUT RACKING MY BRAINS FOR A PLOT OF ANY SORT ; – ON THE SECOND NIGHT I DREAMED THE SCENE AT THE WINK ) W , AND A SCENE AFTERWARD SPLIT IN TWO , IN WHICH HYDEPURSUED FOR SOME CRIME , TOOK THE POWDER AND UNDERWENT THE CHANGE IN THE PRESENCE OF HIS PURSUERS .",1
He paused to rack his brains .,1
I just wanted I was trying to rack my brain to see when er we have had real regard to this policy,1
Her hair was put up with rhinestone forget-me-nots instead of diamanté ones and when her friend Mr Lewis says : ‘ might I divest you of your plastic mac ? ’ the whole process shut down for an hour or so whilst six fairly literate people racked their brains for a ‘ mac ’ substitute .,1
"But most of the mealtime was spent with her either backing away from his leading philandering comments , or racking her brain to think of some comments or questions of her own — other than those that so easily sprang to mind , but which all centred around his employer .",1
"This is the time of year when we all rack our brains to think of the perfect Christmas present , so if you are planning to look for something a bit different for the machine knitter in the family , this could be the ideal gift .",1
"After the success of their hilarious debut ‘ Rack Your Brains ’ , Round The Hat Rack return with a new physical comedy highlighting their stylish and visual wit .",1
She 's got to rack her brain through er,1
"I 'm not immediately aware of anything else , but members , please rack your brains as we go through , Diana ?",1
"Suggestions that Clinton wants to reduce American troops in Europe to as few as 75,000 have also raised eyebrows .",1
"Indeed , there is a tint of punk rock as in a couple of places and this will raise eyebrows vocalist Billy Nicholson sounds like the dreaded John Lydon .",1
Everywhere in Greece the hoped-for growth of income from tourism depends in part on removing the smells that haunt too many beaches and other places where north Europeans twitch noses and raise eyebrows .,1
"When the cameras had long since departed , I was left to carry the can and answer any angry participants who felt they had been given a raw deal .",1
Shoppers who get a raw deal can write to an ombudsman,1
"‘ Yes , I love her , she 's a sweet girl and she 's had a raw deal , and I have to admit , it makes one feel so good when one is needed . ’",1
"FOLLOWING the article by Warren Bagust on the raw deal David Gower has been given by the England selectors ( WCM Sept ) , I have been doing some research of my own on the relative merits of David Gower and Graham Gooch as batsmen and as captains of England .",1
No wonder they were getting a raw deal .,1
So why do the ladies get such a raw deal ?,1
"When it comes to sex talk in the classroom boys , both girls and boys reckon they get a raw deal .",1
I believe that pensioners have had a raw deal and I fully support the petition which states :,1
"This is worth remembering if your employer tries to justify giving you a raw deal by interpreting a stringent contract of employment harshly , eg by insisting you move your place of work at short notice and without financial help from Leeds to Birmingham , as in one case — even where this is within the terms of an express contractual mobility clause .",1
Which shows that it is worth complaining instead of just accepting a raw deal .,1
I guess the fans love him because 1 ) he 's a bloody good player — he proved that at Arse ; 2 ) they think he 's had a bit of a raw deal especially last year when he was not played and the rest of the team wer not exactly setting the Premiership on fire ! !,1
Th does that mean the older people here have had a raw deal ?,1
Mr Bowe said : ‘ British pensioners have had a raw deal .,1
ANNA FORD is quite right about women getting a raw deal when it comes to television presenting .,1
I just thought Blagg was getting a raw deal .,1
"Behind it seems to lie a powerful public need to provide a justification for social inequality by blaming those who have the rawest deal for their own fate : hence the stereotyping of immigrants , and of women , as well as of older people .",1
"Raw deal : life 's a beach for Julian Cope , speechless and label-less",1
Raw deal on home insurance : Labour,1
BANGERS — A RAW DEAL ?,1
"And you got you got the man from the Terminator , Arnold Schwarzenegger a big heavy monster build who was in Total Recall , Raw Deal , what else ?",1
""" Mr Blakey will read the riot act if ever he shows his face again . """,1
"Someone suggested he should go out and read the Riot Act , but he declined .",1
READING THE RIOT ACT .,1
"We are at the Red Flag stage with IT , and it is hardly possible to anticipate how the future will work out .",0
"Because of the fact that unit costs only raise red flags , the onus is on any analyst who is comparing statistics between authorities to explore all the possible explanations for differences before coming to conclusions .",1
"According to Cyril Ray in his penetrating profile Bollinger ( 1971 ) , one house was spared and he records that fifteen years after the riots Madame Bollinger overheard a passer-by outside one of her windows say , ‘ That 's the Bollinger house , you know : we did not touch it during the riots here — as a matter of fact , we lowered our flag to it when we passed ! ’ 'Probably the red flag , ’ Madame is supposed to have commented with pleased irony .",1
"‘ If they each do their own thing they will repeat things , but if we can bring that all together and have a centralised repository for the work that people have done , it will save having to reinvent the wheel each time .",1
"He spoke with the fervour of discovery , unaware it seems that he was by this date , imperially speaking , reinventing the wheel .",1
Reinventing the wheel,1
"It took four of them to lift him on to a trolley and take him away for observation , with the police riding shotgun at his side , and then things gradually returned to normal — or as normal as they could given the extraordinary circumstances .",1
"A suited smart alec , riding shotgun on rugby union 's suddenly careering shamateur bandwagon , this week told a group of British international players that they should soon be able to charge £1,500 for a solitary interview .",1
"‘ What , and leave Amy and Joe without either of us riding shotgun ? ’",1
"If Keith Wright 's performance in this match was anything to go by , then he will certainly be glad when Jackson is back riding shotgun with him in the Hibs attack .",1
"The official mandate of the United Nations Protection Force is to ‘ ride shotgun ’ with relief convoys , but the British battalion has stretched that mandate into a peacemaking role .",1
Run for your Life …,1
"After being defeated by the Roundheads at the Battle of Worcester in 1651 , the future King was compelled to run for his life , and this was how he came to Boscobel .",1
"She ran for her life , never seeing the figure detach itself from the wall , as she did in that far off childhood nightmare .",1
Run for your life . ’,1
"The sound of a slammed door and the pitter patter sound of a girl running for her life , were the only sounds which could be heard that frosty , November morning .",1
Running for their lives .,1
"Mean while the burglar is running for his life in the opposite direction , cursing his luck but safe in the knowledge that he will live to steal another day .",1
We ran for our lives .,1
MOURNERS ran for their lives as a funeral car hurtled towards them after the driver slumped dying at the wheel .,1
"Whereas in the wild , the effect of a burst of adrenaline would be worked off by the strenuous exercise ( running for your life ) that followed , this does not happen when the adrenaline is generated by an unpleasant encounter with a bank manager or traffic warden .",1
"‘ Run for your lives , ’ they went , and things similar .",1
Running for your life .,1
‘ People were literally running for their lives but I was rooted to the spot . ’,1
"All four reach the top , see something they do not like , waver , run for their lives downstage : HAMLET , in the lead , leaps into the left barrel .",1
"Quickly , I picked myself up and ran for my life through the trees .",1
But it 's unwise to take our bodies to the Grand Prix circuit of running for our lives without doing a few practice laps first .,1
"Every hill-walker dreams of seeing a wildlife drama unfold in front of them as they peer over a crag , hoping that the next rise will reveal an osprey fighting off a wildcat which it returned to find attacking the nest , forcing the great bird to drop its intended dinner , a pine marten , which runs for its life , stopping only to catch and eat a grounded , flapping , pipistrelle bat .",1
She had the feeling she must either give in to that showy and heady beatification or run for her life .,1
Cornelius ran for his life .,1
"He 'd had enough , he turned and ran for his life back to St Enochs and the fresh air .",1
"In a sign that the rebound may be running out of steam , the Fed disclosed last night that the widely watched M2 measure of money supply , a barometer of economic activity , plummeted $7.1 billion in the week ending March .",1
And what happens when one generation of whiz-kids runs out of steam and needs to be replaced ?,1
"They had been a way of ‘ coasting ’ slightly , when I 'd run out of steam .",1
I have run out of steam . ’,1
"M Mitterrand , in short , has run out of steam .",1
"In all honesty , the history of commercial rose-growing is a trail of trumpet-blowing and publicity , so often followed by silence as the subjects ran out of steam and fell by the wayside .",1
Ran out of steam after eighteen laps .,1
FLASHPOINT : Police and a dog handler struggle to overpower a man during running battles,1
Microsoft Windows for Workgroups vs Lotus Notes looks set to be a long running battle .,1
The government gained several notable successes during 1989 in the long running battle against the communists and their New People 's Army ( NPA ) [ see p. 36658 ] .,1
"BRAMSHOTT and Liphook parish councillors are continuing their fight in the long running battle to get something done about the notorious RUPP 45 , known also as The Hollow .",1
Right now she could not even face the thought of the long drive home — but a short rest would set her back on her feet again .,1
"By providing a daily income for the duration of your stay in hospital , plus a Convalescence Benefit payable after longer stays , the Plan can help you meet your overheads while you 're out of circulation — and add financial comfort while you 're getting back on your feet .",1
"WHAT delightful news it is that Leslie Crowther , right , is back on his feet .",1
"Picking up the pieces was no easy task but Connors was one of the first traders to get back on its feet , temporarily setting up shop in a portacabin .",1
Cher Sawyer 's employed by Thamesdown Housing Link to help people like Stevie get back on their feet .,1
As soon as I 'm back on my feet .,1
"Times when we all get down in the dumps , but God can always reach deep within us and put us back on our feet again .",1
Water comes out stinking of bad eggs .,0
He 's a bad egg .,1
Bad egg,0
Fiji 's decline is abetted by its newly-acquired reputation as a ‘ banana republic ’ following the two coups last year when the military leader Colonel Rambuka refused to allow the democratically-elected government to take office .,1
"The audacity of criminals faced with ineffective and ill-equipped police forces , not just in their East European homelands , is turning crime levels in Germany into ‘ banana republic proportions ’ , lamented a federal criminal police spokesman .",1
"In the absence of developed capital markets , the yawning gulf between state expenditure and revenues has been plugged — in banana republic style — by printing currency .",1
This is proof of the erosive effects of past inflation rate which climbed to banana republic levels in the 1970s .,1
Computer 2000 AG 's European marketing manager Jan Zakrewski has accused the Polish government of ‘ Banana Republic behaviour ’ after the government 's implementation of its plan to waive import duty on computer equipment imported from outside the European Community appeared to confirm many Western vendors ' worst nightmares .,1
AUTODESK BANKS ON MULTIMEDIA,1
Oh well I hope she does or we 're both going to bank on it were not it ?,1
"The news is a huge blow for Wilkinson , who was banking on Batty 's return to stem Leeds ' growing crisis after a run of five defeats in six games .",1
"Wherever we 'd been , I 'd have banked on him to survive .",1
BANK ON BANKS,1
Bank on it .,1
State adviser banks on new technology,1
"He saw you coming and begged for mercy , not realising that his words were being transmitted and repeated by Michael Banks on stage .",1
